,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Rank,Value
269,Lark,Gonet,Female,89,1972-01-17,Database Administrator II,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,Australia,8,0.88,0.88,1.1,1.1,259,259,1.0625
270,Cletis,Longley,Male,84,1996-07-01,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,1,667 Waxwing Plaza,3199,VIC,Australia,7,0.56,0.7000000000000001,0.8750000000000001,0.8750000000000001,271,271,1.06
271,Bartram,Di Lucia,Male,70,1961-01-03,,Argiculture,Mass Customer,N,Yes,5,83509 Delaware Street,2480,NSW,Australia,3,0.91,1.1375,1.1375,0.9668749999999999,271,271,1.06
272,Theresa,Cowper,Female,99,1976-08-24,Accountant III,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,Australia,10,0.43,0.43,0.5375,0.456875,271,271,1.06
273,Philbert,Raraty,Male,48,1956-06-28,Executive Secretary,Manufacturing,Mass Customer,N,No,6,10 Dexter Park,2177,NSW,Australia,9,0.9,0.9,1.125,0.9562499999999999,274,274,1.051875
274,Egon,Ortells,Male,35,1976-06-11 00:00:00,Structural Engineer,Manufacturing,Affluent Customer,N,No,13,3 Sundown Hill,2168,NSW,Australia,9,0.48,0.48,0.6,0.6,274,274,1.051875
275,Dahlia,Shovlar,Female,90,1966-03-07,Environmental Specialist,,Affluent Customer,N,Yes,7,655 Glendale Trail,3976,VIC,Australia,3,1.03,1.2875,1.609375,1.609375,274,274,1.051875
276,Timi,Duny,Female,70,1953-03-12,Office Assistant II,Telecommunications,High Net Worth,N,No,6,39192 Glendale Alley,2092,NSW,Australia,12,0.81,0.81,1.0125000000000002,1.0125000000000002,274,274,1.051875
277,Dominick,Asher,Male,50,1962-10-06,Research Associate,Health,Affluent Customer,N,Yes,5,7307 Lake View Crossing,3804,VIC,Australia,9,0.75,0.9375,1.171875,1.171875,278,278,1.05
278,Raye,Roo,Female,64,1976-03-07 00:00:00,Database Administrator I,Financial Services,Mass Customer,N,Yes,16,1199 Express Plaza,3046,VIC,Australia,9,1.06,1.3250000000000002,1.6562500000000002,1.4078125000000001,278,278,1.05
279,Becka,Hacon,Female,81,1965-07-03,General Manager,Financial Services,Affluent Customer,N,No,17,1 Namekagon Point,3791,VIC,Australia,9,0.66,0.66,0.8250000000000001,0.8250000000000001,278,278,1.05
280,Cirillo,Frossell,Male,7,1968-10-14,Graphic Designer,,Mass Customer,N,No,6,602 Meadow Vale Lane,2111,NSW,Australia,12,0.94,0.94,1.1749999999999998,0.9987499999999998,278,278,1.05
281,Verla,Dumingos,Female,26,1971-09-18,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8,0.83,1.0374999999999999,1.0374999999999999,0.8818749999999999,282,282,1.04921875
282,Sherrie,Godleman,Female,37,1978-04-02 00:00:00,Associate Professor,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,Australia,2,0.85,0.85,0.85,0.7224999999999999,282,282,1.04921875
283,Dexter,Shutle,Male,81,1959-01-05,Quality Control Specialist,,Mass Customer,N,No,17,07 Dayton Court,4005,QLD,Australia,7,0.73,0.73,0.9125,0.775625,284,284,1.046875
284,Konstanze,Hovie,Female,88,1967-01-09,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7,1.08,1.08,1.35,1.1475,285,285,1.04125
285,Bink,Bentje,Male,3,1957-03-23,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,19,8427 Moulton Place,2680,NSW,Australia,3,1.04,1.3,1.3,1.3,285,285,1.04125
286,Taber,Szymon,Male,70,1947-04-22,Senior Sales Associate,Argiculture,Affluent Customer,N,No,13,984 Del Sol Junction,4659,QLD,Australia,8,0.87,0.87,0.87,0.87,287,287,1.04
287,Debbi,Dannatt,Female,2,1958-12-28,Technical Writer,,Affluent Customer,N,No,6,3 Pepper Wood Hill,4218,QLD,Australia,10,0.61,0.61,0.7625,0.7625,287,287,1.04
288,Giana,Staresmeare,Female,96,1976-04-20,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7,0.93,1.1625,1.453125,1.453125,289,289,1.0375
289,Morton,Petkens,Male,50,1990-11-13,Account Coordinator,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,Australia,1,0.98,1.225,1.225,1.225,289,289,1.0375
290,Vittoria,Whitney,Female,95,1981-06-03,Research Assistant I,,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,Australia,11,0.7,0.7,0.875,0.875,291,291,1.0359375
291,Paquito,Atwood,Male,15,1972-07-30,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8,0.84,0.84,0.84,0.84,291,291,1.0359375
292,Dimitri,Tribbeck,Male,89,1958-12-07,Chief Design Engineer,,Affluent Customer,N,No,20,93235 Hoard Trail,3165,VIC,Australia,6,0.98,0.98,1.225,1.225,291,291,1.0359375
293,Shelli,Bartholomaus,Female,88,1963-05-11,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7,0.53,0.6625000000000001,0.8281250000000001,0.7039062500000001,291,291,1.0359375
294,Kermit,Lebond,Male,36,1980-02-01,Financial Advisor,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,Australia,8,0.9,0.9,0.9,0.765,295,295,1.03125
295,Biddie,Gorce,Female,68,1988-01-30,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,5,2116 Continental Terrace,2795,NSW,Australia,7,0.91,1.1375,1.1375,0.9668749999999999,295,295,1.03125
296,Rupert,Marrow,Male,73,1970-08-08,,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8,0.51,0.51,0.51,0.51,297,297,1.030625
297,Geoff,Sitford,Male,97,1965-02-27,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8,0.49,0.6125,0.765625,0.65078125,297,297,1.030625
298,Ange,Chitham,Female,91,1991-02-14,,Argiculture,Mass Customer,N,No,10,00003 Hoffman Pass,2560,NSW,Australia,8,0.81,0.81,1.0125000000000002,0.8606250000000001,297,297,1.030625
299,Tiphanie,Blackader,Female,59,1947-10-08,Physical Therapy Assistant,Retail,Mass Customer,N,No,17,71 Stone Corner Avenue,2007,NSW,Australia,11,0.47,0.47,0.5874999999999999,0.4993749999999999,297,297,1.030625
300,Zollie,Crinidge,Male,39,1988-01-10,Systems Administrator I,Retail,Mass Customer,N,Yes,10,0 Esker Avenue,4019,QLD,Australia,5,0.81,1.0125000000000002,1.0125000000000002,0.8606250000000001,297,297,1.030625
301,Daisy,Pollen,Female,97,1993-08-09,Cost Accountant,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,Australia,9,0.54,0.54,0.675,0.57375,302,302,1.03
302,Emelen,Bidnall,Male,79,1981-08-05,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12,0.81,1.0125000000000002,1.2656250000000002,1.2656250000000002,302,302,1.03
303,Linette,Boman,Female,56,1949-05-20,Account Executive,,Affluent Customer,N,No,11,7 Michigan Hill,2076,NSW,Australia,11,0.7,0.7,0.875,0.875,304,304,1.025
304,Manya,Abramovici,Female,42,1955-07-17,Quality Engineer,Financial Services,High Net Worth,N,Yes,13,8 Randy Park,4214,QLD,Australia,8,0.61,0.7625,0.7625,0.7625,304,304,1.025
305,Brynna,Tivers,Female,81,1974-08-09,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7,0.47,0.47,0.5874999999999999,0.4993749999999999,304,304,1.025
306,Art,Carolan,Male,1,1954-11-09,Marketing Manager,,Affluent Customer,N,Yes,11,57903 Hanson Parkway,2570,NSW,Australia,9,1.07,1.3375000000000001,1.6718750000000002,1.6718750000000002,304,304,1.025
307,Alfi,Sabbins,Female,63,1959-06-12,,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3,0.48,0.6,0.6,0.6,304,304,1.025
308,Loleta,Aberdalgy,Female,45,1981-02-15,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6,0.57,0.57,0.57,0.48449999999999993,304,304,1.025
309,Aldric,Birney,Male,21,1971-08-19,,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6,0.67,0.8375,0.8375,0.711875,310,310,1.02265625
310,Natividad,Balducci,Female,39,1991-02-07,,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11,0.49,0.6125,0.765625,0.765625,310,310,1.02265625
311,Claudine,Dymick,Female,28,1965-12-13,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5,0.84,0.84,0.84,0.714,312,312,1.02
312,Seamus,Cains,Male,61,1989-12-15,Teacher,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,Australia,8,0.59,0.59,0.59,0.59,312,312,1.02
313,Guss,Karim,Male,95,1968-11-24,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11,0.78,0.78,0.9750000000000001,0.8287500000000001,312,312,1.02
314,Julietta,Setchfield,Female,73,1992-01-31,Operator,,High Net Worth,N,Yes,3,4 Manufacturers Crossing,4170,QLD,Australia,8,0.58,0.725,0.725,0.725,312,312,1.02
315,Roch,Symson,Female,96,1978-05-13,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9,0.59,0.59,0.7374999999999999,0.7374999999999999,312,312,1.02
316,Audry,Fann,Female,3,1957-10-17,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,0.54,0.675,0.675,0.57375,312,312,1.02
317,Cecelia,Cisar,Female,20,1985-03-26,,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,Australia,7,0.95,1.1875,1.1875,1.009375,312,312,1.02
318,Clari,Voas,Female,74,1955-07-28,Human Resources Assistant II,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8,0.8,1.0,1.0,1.0,312,312,1.02
319,Zach,Hedman,Male,87,1981-09-11,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9,0.5,0.625,0.78125,0.78125,320,320,1.015625
320,Paxon,Roomes,Male,78,1976-11-06 00:00:00,Information Systems Manager,,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7,0.64,0.8,0.8,0.8,320,320,1.015625
321,Parnell,Lamprey,Male,23,1977-04-08,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6,0.65,0.65,0.65,0.65,322,322,1.0125
322,Honey,Gosdin,Female,0,1981-11-29,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9,0.87,0.87,1.0875,0.924375,322,322,1.0125
323,Sonny,McCart,Male,35,1992-08-27,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9,0.84,0.84,1.05,1.05,324,324,1.01
324,Rozamond,Turtle,U,69,,Legal Assistant,IT,Mass Customer,N,Yes,3,57025 New Castle Street,3850,VIC,Australia,3,0.92,1.1500000000000001,1.1500000000000001,0.9775,324,324,1.01
325,Deirdre,Burgoine,Female,14,1955-01-08,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,0.43,0.43,0.43,0.43,326,326,1.009375
326,Haleigh,,Female,17,1952-05-19,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,18,49 Jana Point,4503,QLD,Australia,4,0.92,1.1500000000000001,1.1500000000000001,0.9775,326,326,1.009375
327,Aldridge,Poskitt,Male,84,1982-02-10,VP Sales,,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5,0.53,0.53,0.6625000000000001,0.5631250000000001,326,326,1.009375
328,Zechariah,McReidy,Male,32,1978-07-22 00:00:00,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,0.74,0.74,0.74,0.74,329,329,1.0
329,Carry,Costi,Female,32,1972-11-26,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4,0.78,0.78,0.78,0.663,329,329,1.0
330,Alon,,Male,17,1999-06-23,Accountant IV,,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,0.63,0.63,0.63,0.63,329,329,1.0
331,Ahmed,Pickthorne,Male,46,1959-12-25,Marketing Manager,,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,1.05,1.3125,1.640625,1.640625,329,329,1.0
332,Nil,Shirer,Male,64,1997-09-27,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8,0.41,0.5125,0.5125,0.43562499999999993,329,329,1.0
333,Erhard,O'Moylane,Male,33,1978-05-27,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2,0.58,0.725,0.725,0.725,334,334,0.9987499999999998
334,Vitia,Axtens,Female,62,1945-08-08,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,0.75,0.9375,1.171875,0.99609375,334,334,0.9987499999999998
335,Haskell,Moxted,Male,81,1943-08-27,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,0.83,0.83,1.0374999999999999,0.8818749999999999,334,334,0.9987499999999998
336,Ebony,Conrad,Female,8,1999-10-24,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,0.68,0.8500000000000001,0.8500000000000001,0.7225,334,334,0.9987499999999998
337,Lincoln,Boler,Male,53,1976-01-24,Chief Design Engineer,,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8,0.9,0.9,0.9,0.9,338,338,0.99609375
338,Vladimir,Westmerland,Male,18,1956-06-19,,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,0.87,1.0875,1.0875,0.924375,338,338,0.99609375
339,Kylynn,Drowsfield,Female,80,1975-03-28,Editor,,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9,0.79,0.9875,1.234375,1.234375,338,338,0.99609375
340,Nicole,Ruckhard,Female,93,1969-10-09,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3,0.76,0.95,1.1875,1.1875,341,341,0.99
341,Celestina,Lethardy,Female,38,1968-12-11,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10,1.07,1.3375000000000001,1.6718750000000002,1.42109375,341,341,0.99
342,Tannie,Petrakov,Male,84,1951-11-27,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6,0.82,0.82,1.025,1.025,341,341,0.99
343,Bessy,Saladin,Female,22,1939-12-22,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,0.75,0.9375,1.171875,0.99609375,341,341,0.99
344,Diego,Van den Broek,Male,17,1964-09-28,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7,0.91,1.1375,1.1375,1.1375,345,345,0.988125
345,Lucilia,Minshall,Female,71,1952-04-15,,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8,0.91,1.1375,1.1375,0.9668749999999999,345,345,0.988125
346,Cissiee,Pollington,Female,43,1941-07-21,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,345,345,0.988125
347,Eddy,Sturch,Male,22,1961-02-11,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,0.57,0.7124999999999999,0.7124999999999999,0.7124999999999999,345,345,0.988125
348,Caron,Kezar,Female,11,1953-08-08,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1,0.57,0.57,0.57,0.48449999999999993,349,349,0.9875
349,Sandor,Stirland,Male,67,1981-05-26,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10,1.07,1.07,1.3375000000000001,1.3375000000000001,349,349,0.9875
350,Gallagher,Bromell,Male,18,1956-12-02,Assistant Manager,,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,0.73,0.73,0.73,0.6204999999999999,349,349,0.9875
351,Murial,Bulloch,Female,59,1964-10-01,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,0.79,0.79,0.79,0.6715,349,349,0.9875
352,Delinda,Ech,Female,74,1944-10-21,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,1.0,1.25,1.5625,1.328125,349,349,0.9875
353,Hussein,Tapenden,Male,19,1953-10-19,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,0.93,1.1625,1.1625,1.1625,349,349,0.9875
354,Giulietta,Garbott,Female,59,2002-02-27,Technical Writer,,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,0.43,0.5375,0.5375,0.5375,355,355,0.984375
355,Kaylyn,Jakaway,Female,45,1980-07-30,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,0.94,0.94,0.94,0.94,356,356,0.9828125
356,Brynn,Goodyear,Female,30,1944-11-10,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,0.99,1.2375,1.2375,1.0518750000000001,356,356,0.9828125
357,Otis,,Male,59,1971-01-11,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,0.9,0.9,1.125,1.125,358,358,0.98
358,Tamas,Swatman,U,65,,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,78 Clarendon Drive,4551,QLD,Australia,8,0.9,0.9,0.9,0.9,358,358,0.98
359,Pace,Clemonts,Male,99,1990-07-28,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,1.01,1.01,1.2625,1.2625,358,358,0.98
360,Tracy,Andrejevic,U,71,,Programmer II,IT,Mass Customer,N,Yes,11,5675 Burning Wood Trail,3030,VIC,Australia,7,0.74,0.925,0.925,0.78625,361,361,0.9775
361,Muffin,Grigolon,Male,7,1979-10-31,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,0.91,0.91,1.1375,0.9668749999999999,361,361,0.9775
362,Allsun,Biner,Female,67,1997-12-26,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,1.07,1.3375000000000001,1.3375000000000001,1.136875,361,361,0.9775
363,Kenneth,Elleyne,Male,13,1957-09-03,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,0.62,0.62,0.775,0.65875,361,361,0.9775
364,Clotilda,Southers,Female,62,1999-11-08,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,0.54,0.675,0.675,0.57375,361,361,0.9775
365,Augustus,Bourley,Male,60,1981-08-17,,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,0.85,0.85,1.0625,1.0625,366,366,0.9750000000000001
366,Daisi,Tinwell,Female,84,1971-12-24,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,0.9,0.9,1.125,0.9562499999999999,366,366,0.9750000000000001
367,Gerik,Woodroof,Male,18,1959-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,0.57,0.7124999999999999,0.7124999999999999,0.7124999999999999,366,366,0.9750000000000001
368,Claresta,MacConnulty,Female,6,1957-10-01,Recruiting Manager,,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,0.43,0.5375,0.671875,0.57109375,366,366,0.9750000000000001
369,Arty,Fontelles,Male,50,1994-10-21,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,0.54,0.54,0.54,0.54,370,370,0.97
370,Giulia,Hazart,Female,57,1978-08-02 00:00:00,Help Desk Technician,,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,0.92,0.92,1.1500000000000001,0.9775,371,371,0.96875
371,Whit,Emloch,Male,30,1963-08-20,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,0.55,0.6875,0.859375,0.73046875,372,372,0.9668749999999999
372,Rowan,Summerly,Male,4,1974-07-05,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,0.51,0.51,0.6375,0.541875,372,372,0.9668749999999999
373,Ian,Rabat,Male,54,1975-08-04,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,0.75,0.75,0.9375,0.9375,372,372,0.9668749999999999
374,Agneta,McAmish,U,66,,Structural Analysis Engineer,IT,Mass Customer,N,No,15,5773 Acker Way,4207,QLD,Australia,6,0.95,0.95,0.95,0.8075,375,375,0.96
375,Reginald,Jermy,Male,7,1960-09-12,Director of Sales,,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,0.95,1.1875,1.1875,1.1875,375,375,0.96
376,Link,Gorini,Male,60,1974-11-09 00:00:00,,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,0.6,0.6,0.6,0.6,375,375,0.96
377,Harriet,Brattan,Female,81,1986-12-03,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,0.52,0.52,0.65,0.65,378,378,0.9562499999999999
378,Sada,Branton,Female,34,1974-06-24,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,0.8,0.8,0.8,0.8,378,378,0.9562499999999999
379,Jenelle,Mc-Kerley,Female,40,1942-01-23,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,1.1,1.375,1.375,1.16875,378,378,0.9562499999999999
380,Gabrila,Toopin,Female,7,1963-01-14,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,0.72,0.72,0.72,0.612,378,378,0.9562499999999999
381,Almira,Mangion,Female,4,1996-01-24,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,0.91,1.1375,1.421875,1.421875,382,382,0.95
382,Arty,Strudwick,Male,85,1964-01-31,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,0.57,0.7124999999999999,0.8906249999999999,0.7570312499999999,382,382,0.95
383,Alexa,Dillet,Female,65,1944-10-05,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,0.94,0.94,0.94,0.94,382,382,0.95
384,Palmer,Heaven,Male,82,1995-05-18,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,0.96,1.2,1.5,1.5,382,382,0.95
385,Porter,Buckenhill,Male,46,1954-06-14,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,0.58,0.725,0.725,0.725,386,386,0.945625
386,Kizzee,Kemston,Female,11,1961-09-29,,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,0.64,0.64,0.64,0.544,386,386,0.945625
387,Isadora,Ducker,Female,15,1973-08-25,Account Executive,,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,0.71,0.8875,0.8875,0.8875,386,386,0.945625
388,Giffie,Offill,Male,51,1993-03-02,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,0.42,0.42,0.42,0.42,386,386,0.945625
389,Fara,Sarath,Female,75,1948-06-30,Quality Control Specialist,,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,0.43,0.43,0.43,0.3655,386,386,0.945625
390,Carolann,Raatz,Female,25,1979-02-26 00:00:00,Chief Design Engineer,,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,0.81,0.81,0.81,0.81,386,386,0.945625
391,Tamar,Windmill,Female,92,1939-08-28,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,0.58,0.58,0.725,0.725,386,386,0.945625
392,Kipp,Stockport,Male,36,1982-12-10,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,0.54,0.675,0.84375,0.7171875,386,386,0.945625
393,Packston,Wackett,Male,10,1950-04-26,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,0.47,0.47,0.5874999999999999,0.4993749999999999,386,386,0.945625
394,Hanson,Eastes,Male,74,1990-05-20,,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,1.08,1.35,1.6875,1.434375,395,395,0.94
395,Demetria,Bausor,Female,73,1961-12-22,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,0.69,0.8624999999999999,1.078125,0.91640625,396,396,0.9375
396,Lura,Fawdrie,Female,66,2002-01-17,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,0.85,1.0625,1.0625,0.903125,396,396,0.9375
397,Nora,Anselm,Female,84,1961-01-05,,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,0.94,1.1749999999999998,1.4687499999999998,1.4687499999999998,396,396,0.9375
398,Estevan,Eastment,Male,54,1942-08-09,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,0.97,1.2125,1.2125,1.030625,396,396,0.9375
399,Aloysius,Glowacz,Male,72,1979-03-24,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,1.0,1.0,1.25,1.25,396,396,0.9375
400,Bastien,Ibbeson,Male,53,1976-11-04,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,0.47,0.47,0.47,0.39949999999999997,401,401,0.935
401,Otha,Langworthy,Female,91,1967-01-20,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,0.96,1.2,1.5,1.275,401,401,0.935
402,Gannie,Bargh,Male,56,1955-02-13,Analyst Programmer,,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,0.54,0.675,0.675,0.57375,401,401,0.935
